,bill_num,date,bill_id,title,year,link,raw_text
            after investigation, notice and hearing:  (i)  shall impose an administrative penalty in an amount not to exceed [$2,000] $4,000 ; and  (ii)  may prohibit a lobbyist from lobbying for economic consideration for up to five years.  * * *  20180002u3s  Section 3.  Section 13A08(b) of Title 65 is amended and the section is amended by adding a subsection
            to read:  § 13A08.  Administration.  * * *  (b)  Forms.--The department shall prescribe registration and reporting forms to be used
            under this chapter. The forms shall be available on a publicly accessible Internet
            website. All information requested on the forms shall be provided to the best of the
            knowledge, information and belief of the person required to file and shall be signed
            [under oath or equivalent affirmation] subject to the penalties under 18 Pa.C.S. § 4904  (relating to unsworn falsification to authorities) .  * * *  (k)  Notices.--Notices issued by the department or the commission to a principal or lobbying
            firm, in accordance with this chapter, shall be delivered to the authorized representative,
            employee or agent.  20180002u4s  Section 4.  Section 13A09(c)(1) of Title 65 is amended and subsection (a) is amended by adding
            a paragraph to read:  § 13A09.  Penalties.  (a)  Notice of alleged noncompliance.--  * * *  (1.1)  In the case of a principal or lobbying firm, the notice shall be delivered to the
            authorized representative, employee or agent.  * * *  (c)  Negligent failure to register or report.--  (1)  Negligent failure to register or report as required by this chapter is punishable
            by an administrative penalty not exceeding [$50 for each late day.] the following:  (i)  For the first 10 late days, $50 for each late day.  (ii)  For each late day after the first 10 late days through the 20th late day, $100 for
            each late day.  (iii)  For each late day after the first 20 late days, $200 for each late day.  * * *  20180002u5s  Section 5.  Section 13A10(c) of Title 65 is amended to read:  § 13A10.  Registration fees; fund established; system; regulations.  * * *  (c)  Computerized filing system.--The department shall implement a fully accessible system
            to accommodate the use of computerized filing. [Each registrant shall elect on an
            annual basis whether the registrant will file all of the documents required by this
            chapter either electronically or on paper with the department.] The department shall post all filings on its  publicly accessible Internet website within seven days of  receipt of the filing.  * * *  20180002u6s  Section 6.  This act shall take effect as follows:  (1)  The amendment or addition of 65 Pa.C.S. §§ 13A03, 13A04(a), (b)(1), (d) and (e)(1),
            13A05(a), (b)(4), (6) and (8) and (d), 13A08(k) and 13A09(a)(1.1) shall take effect
            in 60 days.  (2)  The remainder of this act shall take effect immediately.    APPROVED--The 14th day of February, A.D. 2018.    TOM WOLF   "
2,3,Feb 15,HB 359,"Game and Wildlife Code (34 Pa.C.S.) - powers and duties of enforcement officers, suspension of privileges pending payment of penalties, killing game or wildlife by mistake and period of revocation 					
                         (effective 60 DAYS)",2018,https://www.legis.state.pa.us//WU01/LI/LI/US/HTM/2018/0/0003..HTM,"       GAME AND WILDLIFE CODE (34 PA.C.S.) - POWERS AND DUTIES OF ENFORCEMENT OFFICERS, SUSPENSION
                     OF PRIVILEGES PENDING PAYMENT OF PENALTIES, KILLING GAME OR WILDLIFE BY MISTAKE AND
                     PERIOD OF REVOCATION       Act of Feb. 15, 2018,
                  P.L. 6,
                  No. 3  Cl. 34    20180003ua  Session of 2018  No. 2018-3    HB 359    AN ACT    Amending Title 34 (Game) of the Pennsylvania Consolidated Statutes, in enforcement,
            further providing for powers and duties of enforcement officers and for suspension
            of privileges pending payment of penalties; in hunting and furtaking, further providing
            for killing game or wildlife by mistake; and, in hunting and furtaking licenses, further
            providing for period of revocation.    The General Assembly of the Commonwealth of Pennsylvania hereby enacts as follows:    20180003u1s  Section 1.  Sections 901(b.1), 930 and 2306(a) and (b) of Title 34 of the Pennsylvania Consolidated
            Statutes are amended to read:  § 901.  Powers and duties of enforcement officers.  * * *  (b.1)  Exception to the prohibition of interception and disclosure of communications.--An
            officer whose duty it is to enforce this title and who has received training on the
            use of [body cameras] an electronic, mechanical or other device which has been approved under 18 Pa.C.S.
               § 5706(b)(4) (relating to exceptions to prohibitions in possession, sale, distribution,
               manufacture or advertisement of electronic, mechanical or other devices) in a course approved by the Pennsylvania State Police shall be [defined as a law
            enforcement officer for the purpose of 18 Pa.C.S. § 5704(16)(iii) (relating to exceptions
            to prohibition of interception and disclosure of communications)] an investigative or law enforcement officer as defined under 18 Pa.C.S. § 5702 (relating
               to definitions) . Such officers may wear [body cameras] an electronic, mechanical or other device in the performance of their official duties. This subsection shall not apply to a
            deputy Game Commission officer or deputy wildlife conservation officer.  * * *  § 930.  Suspension of privileges pending payment of penalties.  [All] (a)  General rule.--Notwithstanding subsection (b), all privileges granted by this title shall automatically be suspended if a defendant
            fails to respond to a citation or summons within 60 days or fails to pay all penalties
            in full within 180 days following conviction.  (b)  Payment plan.--If a defendant is enrolled in a payment plan to repay penalties mandated
            by a court of competent jurisdiction and the defendant is making regular payments
            in accordance with the court's mandate, the privileges of this title may not be suspended.  § 2306.  Killing game or wildlife by mistake.  (a)  General rule.--Any person who, while hunting or trapping for game or wildlife which
            may be lawfully taken, by accident or mistake kills or attempts to kill any game or
            wildlife other than [bears, elk or] threatened or endangered species, contrary to
            the provisions of this title, shall pay restitution pursuant to subsection (b) to
            an officer of the commission.  (b)  Restitution.--Restitution for killing or an attempted killing by accident or mistake
            shall be as follows:  (1)  Each deer - $25.  (2)  Each turkey - $20.  (3)  Each other wild bird or wild animal, other than [a bear, elk or] an endangered or
            threatened species - $15.  (4)  Each bear - $100.  (5)  Each elk - $100.  * * *  20180003u2s  Section 2.  Section 2742 of Title 34 is amended by adding a subsection to read:  § 2742.  Period of revocation.  * * *  (c)  Clemency from revocation.--The commission shall not revoke the privilege to hunt or
            take game or wildlife anywhere in this Commonwealth for an unlawful taking or possession
            of game or wildlife violation if all of the following conditions are met:  (1)  The unlawful taking or possession of game or wildlife violation is the person's first
            unlawful taking or possession of game or wildlife offense.  (2)  The person complies with all of the procedural requirements set forth in section 2306(c)(1),
            (2) or (3) (relating to killing game or wildlife by mistake) concerning removal of
            entrails, tagging, reporting, delivery of carcass and providing a written, sworn statement.  (3)  The unlawful taking of game or wildlife violation occurs during:  (i)  an open season within the applicable wildlife management unit for the species involved;
            or  (ii)  a closed season within the applicable wildlife management unit for the species involved,
            but only if there was an open season within an adjacent wildlife management unit for
            the same species.  (4)  The person pleads guilty to the applicable unlawful taking or possession of game or
            wildlife violation charged.  (5)  The unlawful taking or possession of game or wildlife violation does not involve a
            threatened or endangered species.  (6)  There are no relevant aggravating circumstances present concerning the unlawful taking
            or possession of game or wildlife violation.  20180003u3s  Section 3.  This act shall take effect in 60 days.    APPROVED--The 15th day of February, A.D. 2018.    TOM WOLF   "
3,4,Feb 15,HB 1602,"Multiple designations in multiple counties - designation 					
                         (effective 60 DAYS)",2018,https://www.legis.state.pa.us//WU01/LI/LI/US/HTM/2018/0/0004..HTM,"       MULTIPLE DESIGNATIONS IN MULTIPLE COUNTIES - DESIGNATION       Act of Feb. 15, 2018,
                  P.L. 8,
                  No. 4  Cl. 87    20180004ua  An Act    Designating a bridge on that portion of State Route 1008 over the Codorus Creek in
            East Manchester Township and Hellam Township, York County, as the SPC Martin Wilson
            Kondor Memorial Bridge; designating a bridge to be constructed on that portion of
            State Route 119 over the Pine Run Creek, Rayne Township, Indiana County, as the PFC
            Frank Enzer Weiss United States Marine Corps Bridge; designating the bridge on State
            Route 125 before Ridge Road in Pitman, Schuylkill County, as the Abner Yoder Memorial
            Bridge; designating a portion of State Route 562 in Berks County as the General Carl
            A. Spaatz Memorial Highway; designating portions of Interstate Route 176 in New Morgan
            Borough, Caernarvon Township, Robeson Township and Cumru Township, Berks County, as
            the Vietnam War Veterans Memorial Highway, the Persian Gulf War Veterans Memorial
            Highway and the Iraq and Afghanistan War Veterans Memorial Highway; and designating
            a portion of Pennsylvania Route 611 beginning at mile marker 391 and ending at the
            Pennsylvania Route 940 intersection, Monroe County, as the Roy J. Gross, Sr., Memorial
            Highway.    The General Assembly of the Commonwealth of Pennsylvania hereby enacts as follows:    20180004u1s  Section 1.  SPC Martin Wilson Kondor Memorial Bridge.  (a)  Findings.--The General Assembly finds and declares as follows:  (1)  SPC Martin Wilson Kondor, a United States Army Specialist, was killed in action at
            age 20 while serving in Baqubah, Iraq, on April 29, 2004.  (2)  The personal security detail on which SPC Kondor served was surrounded in a crossfire
            attack while he was an M240 gunner assigned to Headquarters Company, 3rd Brigade,
            1st Infantry Division, in support of Operation Iraqi Freedom.  (3)  SPC Kondor demonstrated personal courage and technical expertise in the face of a
            determined enemy during a devastating ambush. His bravery and valor under fire saved
            the lives of his fellow soldiers.  (4)  In recognition of his service, SPC Kondor was awarded the Bronze Star Medal with the
            ""V"" device and the Purple Heart.  (b)  Designation.--The bridge located on State Route 1008 over the Codorus Creek in East
            Manchester Township and Hellam Township, York County, is designated as the SPC Martin
            Wilson Kondor Memorial Bridge.  (c)  Signs.--The Department of Transportation shall erect and maintain appropriate signs
            displaying the name of the bridge to traffic in both directions on the bridge.  20180004u2s  Section 2.  PFC Frank Enzer Weiss United States Marine Corps Bridge.  (a)  Findings.--The General Assembly finds and declares as follows:  (1)  PFC Frank Enzer Weiss, a native of Tanoma, served in the United States Marine Corps
            G Company, 2nd Battalion, 4th Marines, 3rd Marine Division, III Marine Amphibious
            Force.  (2)  On March 18, 1968, PFC Weiss, 19 years of age, was killed in action by hostile fire
            in Quang Tri Province, South Vietnam.  (3)  PFC Weiss was awarded the Purple Heart, National Defense Service Medal, Vietnam Campaign
            Medal and Vietnam Service Medal.  (b)  Designation.--The bridge to be constructed on State Route 119 over the Pine Run Creek
            in Rayne Township, Indiana County, is designated as the PFC Frank Enzer Weiss United
            States Marine Corps Bridge.  (c)  Signs.--The Department of Transportation shall erect and maintain appropriate signs
            displaying the name of the bridge to traffic in both directions on the bridge.  20180004u3s  Section 3.  Abner Yoder Memorial Bridge.  (a)  Findings.--The General Assembly finds and declares as follows:  (1)  Abner Yoder graduated from Hegins High School in 1936, was active in his local church
            and played on the Pitman's Farmers baseball team.  (2)  On July 18, 1941, he joined the United States Army Air Corps and rose to the level
            of Technical Sergeant by August 1943.  (3)  During his time in the Air Corps, he traveled to Australia, where he met his fiancée
            and joined a combat crew which flew missions on a B-52.  (4)  On February 17, 1944, the plane he was on with his crew had engine troubles and attempted
            to return to the base but stalled and crashed. The entire crew, including Abner Yoder,
            was killed in the plane crash.  (5)  Abner Yoder was 26 at the time of his death, and he was buried at the Manila American
            Cemetery in Manila, Philippines, near other fallen members of the Armed Forces.  (b)  Designation.--The bridge on State Route 125 before Ridge Road in Pitman, Schuylkill
            County, is designated as the Abner Yoder Memorial Bridge.  (c)  Signs.--The Department of Transportation shall erect and maintain appropriate signs
            displaying the name of the bridge to traffic in both directions on the bridge.  20180004u4s  Section 4.  General Carl A. Spaatz Memorial Highway.  (a)  Findings.--The General Assembly finds and declares as follows:  (1)  Carl Andrew ""Tooey"" Spaatz was born in Boyertown, Berks County, on June 28, 1891.  (2)  Drawn to aviation, after graduating from West Point in 1914 and being commissioned
            as a second lieutenant in the infantry, Mr. Spaatz studied at the Aviation School
            at San Diego, California.  (3)  Mr. Spaatz served with the 1st Aero Squadron as a first lieutenant under General John
            ""Black Jack"" Pershing during the Punitive Expedition into Mexico.  (4)  After being promoted to captain in May 1917, Mr. Spaatz served in France with the
            American Expeditionary Forces during World War I and, as a fighter pilot, shot down
            three German Fokker planes behind enemy lines, which earned him the Distinguished
            Service Cross.  (5)  Mr. Spaatz was promoted to major on July 1, 1920, and during the interwar years he
            proceeded up the ranks of a peacetime Air Corps.  (6)  Mr. Spaatz was awarded the Distinguished Flying Cross for commanding the refueling
            endurance flight of the Question Mark plane from January 1 through 7, 1929, during
            which the plane broke a record for sustained flight.  (7)  After the United States entered into World War II, in 1942, Mr. Spaatz was named chief
            of the Air Force Combat Command and was sent to England to initiate the planning stages
            for the United States Army Air Forces in Europe.  (8)  Later in 1942, Mr. Spaatz was named commander of the United States Army Air Forces
            in Europe.  (9)  In 1943, Mr. Spaatz commanded the Twelfth Air Force in North Africa where his forces
            played a pivotal role in reducing Erwin Rommel's Afrika Korps.  (10)  In 1944, Mr. Spaatz returned to England and was named the commanding general of the
            United States Strategic Air Forces in Europe.  (11)  In this role, Mr. Spaatz played a key role in Operation Overlord, more commonly known
            as D-Day, by directing the Allied aerial attacks covering the landings on the beaches
            of Normandy.  (12)  Mr. Spaatz also commanded the strategic bombing of Germany.  (13)  On March 11, 1945, Mr. Spaatz received a temporary promotion to general and later
            was named commander of the United States Strategic Air Forces in the Pacific where
            he supervised the final strategic bombings of Japan, including two atomic bomb missions.  (14)  Mr. Spaatz was the only man of general rank or equivalent to attend all three surrender
            ceremonies that ended World War II.  (15)  In 1946, Mr. Spaatz was named commander-in-chief of the Army Air Forces, and in 1947
            he was named the first chief of staff of the newly independent United States Air Force.  (16)  Mr. Spaatz retired from military service in 1948 and passed away on July 14, 1974.  (b)  Designation.--The portion of State Route 562 in Berks County from the intersection
            with State Route 73 in the Borough of Boyertown to the intersection with State Route
            662 at the township line between Amity Township and Oley Township is designated as
            the General Carl A. Spaatz Memorial Highway.  (c)  Signs.--The Department of Transportation shall erect and maintain appropriate signs
            displaying the name of the highway to traffic in both directions on the highway.  20180004u5s  Section 5.  Vietnam War Veterans Memorial Highway.  (a)  Designation.--The section of Interstate Route 176 in New Morgan Borough, Caernarvon
            Township, Berks County, from the Morgantown Interchange of the Pennsylvania Turnpike
            at mile marker 0.4 to mile marker 3.7 is designated as the Vietnam War Veterans Memorial
            Highway.  (b)  Signs.--The Department of Transportation shall erect and maintain appropriate signs
            displaying the name of the highway to traffic in both directions on the highway.  20180004u6s  Section 6.  Persian Gulf War Veterans Memorial Highway.  (a)  Designation.--The section of Interstate Route 176 in Robeson Township, Berks County,
            from mile marker 3.7 to mile marker 7.0 is designated as the Persian Gulf War Veterans
            Memorial Highway.  (b)  Signs.--The Department of Transportation shall erect and maintain appropriate signs
            displaying the name of the highway to traffic in both directions on the highway.  20180004u7s  Section 7.  Iraq and Afghanistan War Veterans Memorial Highway.  (a)  Designation.--The section of Interstate Route 176 in Robeson Township and Cumru Township,
            Berks County, from mile marker 7.0 in Robeson Township to mile marker 10.3 at or near
            the intersection of U.S. Route 422 in Cumru Township is designated as the Iraq and
            Afghanistan War Veterans Memorial Highway.  (b)  Signs.--The Department of Transportation shall erect and maintain appropriate signs
            displaying the name of the highway to traffic in both directions on the highway.  20180004u8s  Section 8.  Roy J. Gross, Sr., Memorial Highway.  (a)  Findings.--The General Assembly finds and declares as follows:  (1)  Roy J. Gross, Sr., dedicated his life to serving his community with distinction and
            honor.  (2)  Mr. Gross dedicated more than 50 years of service to Mount Pocono Borough, including
            34 years on the council, as chairman of the Mount Pocono Municipal Authority and serving
            on the Police Commission for 23 years.  (3)  Mr. Gross was a life member of the Pocono Mountain Volunteer Fire Company where he
            was a past assistant chief and served on the carnival committee.  (4)  Mr. Gross was also past President of the Parents Athletic Association of the Pocono
            Mountain School and was constable and a part-time police officer in the Pocono Mountain
            Regional Police Department.  (5)  Mr. Gross received numerous awards for his community service throughout his life,
            including the 2002 Citizen of the Year award for Mount Pocono Borough.  (6)  In addition to his dedication to community, Mr. Gross was a talented builder and craftsman
            and worked for the family business, Ervin W. Gross and Sons, for more than 50 years.
            After the business closed, he worked for his brother, Allen Gross, for 10 years until
            he retired in 2013. Roy was a lifelong resident of Monroe County and loving husband
            to his wife, Ruth, with whom he shared 62 years of marriage.  (b)  Designation.--The portion of Pennsylvania Route 611 beginning at mile marker 391 and
            ending at the Pennsylvania Route 940 intersection is designated as the Roy J. Gross,
            Sr., Memorial Highway.  (c)  Signs.--The Department of Transportation shall erect and maintain appropriate signs
            displaying the name of the highway to traffic in both directions on the highway.  20180004u9s  Section 9.  Effective date.  This act shall take effect in 60 days.   "
4,5,Feb 15,HB 1653,"Higher Education Scholarship Law - eligibility for State scholarship 					
                         (effective IMMEDIATELY)",2018,https://www.legis.state.pa.us//WU01/LI/LI/US/HTM/2018/0/0005..HTM,"       HIGHER EDUCATION SCHOLARSHIP LAW - ELIGIBILITY FOR STATE SCHOLARSHIP       Act of Feb. 15, 2018,
                  P.L. 12,
                  No. 5  Cl. 24    20180005ua  Session of 2018  No. 2018-5    HB 1653    AN ACT    Amending the act of January 25, 1966 (1965 P.L.1546, No.541), entitled ""An act providing
            scholarships and providing funds to secure Federal funds for qualified students of
            the Commonwealth of Pennsylvania who need financial assistance to attend postsecondary
            institutions of higher learning, making an appropriation, and providing for the administration
            of this act,"" further providing for eligibility for State scholarship.    The General Assembly of the Commonwealth of Pennsylvania hereby enacts as follows:    20180005u1s  Section 1.  Section 4(a)(6) of the act of January 25, 1966 (1965 P.L.1546, No.541), referred to
            as the Higher Education Scholarship Law, is amended to read:  Section 4.  (a)  Any student is eligible for consideration for a State scholarship providing:  * * *  (6)  The State scholarship recipient shall be free to attend any approved institution of
            his choice and apply the scholarship toward the tuition, room, board, books and fees
            of that institution[.] , subject to the following:  (i) The institution is not required to accept the scholarship recipient for enrollment,
            but is free to exact compliance with its own admission requirements, standards and
            policies.  (ii)  If the institution is headquartered and domiciled through incorporation or charter
            in this Commonwealth and the institution is an eligible school, as determined by the
            agency that participates in the program during the 2016-2017 award year, the scholarship
            recipient shall be eligible for the scholarship award regardless of whether the program
            of study or the scholarship recipient's term enrollment is 100% online or blended
            with classroom credits, provided that the scholarship recipient meets all other eligibility
            requirements as provided in this act and as established by the agency.  (iii)  If the institution has a physical location in this Commonwealth but is not headquartered
            and domiciled through incorporation or charter in this Commonwealth, the scholarship
            recipient shall be eligible for a scholarship award, provided that the scholarship
            recipient's program of study is not structured to be more than 50% online or the scholarship
            recipient's online enrollment in a given term does not exceed 50% of the total credits
            for that term as established by the agency, provided that the scholarship recipient
            is enrolled at the institution's physical location in this Commonwealth and provided
            that the scholarship recipient meets all other eligibility requirements as provided
            in this act and as established by the agency.  (iv)  The agency may require necessary data reporting requirements from participating schools,
            and the agency shall report to the General Assembly regarding the impact that online
            education has on the scholarship program under this act. The report shall be submitted
            to the Governor, the chair and minority chair of the Appropriations Committee of the
            Senate, the chair and minority chair of the Appropriations Committee of the House
            of Representatives, the chair and minority chair of the Education Committee of the
            Senate and the chair and minority chair of the Education Committee of the House of
            Representatives.  (v)  The board of directors may implement the necessary controls, with regard to subclauses
            (ii) and (iii), to limit the impact of online education and protect the purchasing
            power of the scholarship program under this act and as deemed necessary by the agency.  (vi)  For the purpose of this clause, ""purchasing power"" shall be a mathematical formula,
            as determined by the agency, that compares the annual amount of the scholarship provided
            for by this act to the average tuition and fees as calculated by the agency.  * * *  20180005u2s  Section 2.  The amendment of section 4(a)(6) of the act shall apply not later than the 2018-2019
            award year as determined by the Pennsylvania Higher Education Assistance Agency.  20180005u3s  Section 3.  This act shall take effect immediately.    APPROVED--The 15th day of February, A.D. 2018.    TOM WOLF   "
5,6,Feb 15,SB 354,"Bureau of Professional and Occupational Affairs - reporting of sanctions and criminal proceedings, suspension and civil penalties 					
                         (effective 60 DAYS)",2018,https://www.legis.state.pa.us//WU01/LI/LI/US/HTM/2018/0/0006..HTM,"       BUREAU OF PROFESSIONAL AND OCCUPATIONAL AFFAIRS - REPORTING OF SANCTIONS AND CRIMINAL
                     PROCEEDINGS, SUSPENSION AND CIVIL PENALTIES       Act of Feb. 15, 2018,
                  P.L. 14,
                  No. 6  Cl. 63    20180006ua  Session of 2018  No. 2018-6    SB 354    AN ACT    Amending the act of July 2, 1993 (P.L.345, No.48), entitled ""An act empowering the
            General Counsel or his designee to issue subpoenas for certain licensing board activities;
            providing for hearing examiners in the Bureau of Professional and Occupational Affairs;
            providing additional powers to the Commissioner of Professional and Occupational Affairs;
            and further providing for civil penalties and license suspension,"" further providing
            for definitions; providing for reporting of sanctions and criminal proceedings and
            for suspension; and further providing for civil penalties.    The General Assembly of the Commonwealth of Pennsylvania hereby enacts as follows:    20180006u1s  Section 1.  Section 1 of the act of July 2, 1993 (P.L.345, No.48), entitled ""An act empowering
            the General Counsel or his designee to issue subpoenas for certain licensing board
            activities; providing for hearing examiners in the Bureau of Professional and Occupational
            Affairs; providing additional powers to the Commissioner of Professional and Occupational
            Affairs; and further providing for civil penalties and license suspension,"" is amended
            by adding definitions to read:  Section 1.  Definitions.  The following words and phrases when used in this act shall have the meanings given
            to them in this section unless the context clearly indicates otherwise:  * * *  ""Expunge"" or ""expungement.""  Removal of a disciplinary record, accomplished by:  (1) permanently sealing the affected record from public  access ;  (2) deeming the proceedings to which the affected record  refers as not having occurred ; and  (3)  except with respect to any subsequent application for expungement, affording the affected
               party the right to represent that no record exists regarding the subject matter of
               the affected record.  ""Licensee.""  Any person holding a license, registration, certificate or permit with a licensing
            board or commission under the Bureau of Professional and Occupational Affairs in the
            Department of State.  * * *  20180006u2s  Section 2.  The act is amended by adding sections to read:  Section 2.1.  Reporting of sanctions and criminal proceedings.  (a)  Duty.--A licensee, as a condition of licensure, certification, registration or holding
            a permit, shall provide written notice of the following to the appropriate licensing
            board or commission within 30 days:  (1)  A disciplinary action taken against the licensee by a licensing agency of another
            jurisdiction.  (2)  A finding or verdict of guilt, an admission of guilt, a plea of nolo contendere, probation
            without verdict, a disposition in lieu of trial or an Accelerated Rehabilitative Disposition
